"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"3C","Arsenic","Chronic","UTAHDWQ_WQX-5994650","Paria River and tributaries, from state line to headwaters","37.324147494","-112.216586385","UT14070007-003_00","Buckskin Gulch","2B,3C,4","NA","NA","NA","NA",3,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Acute","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-4930500","Huntington Creek and tributaries, from confluence with Cottonwood Creek to Highway U-10 crossing","39.305525648","-110.920445964","UT14060009-010_00","Huntington Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-4951780","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.147732161","-112.537206532","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-4951820","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.080819386","-112.533536721","UT15010003-002_00","Kanab Creek-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-4951830","Kanab Creek and tributaries, from state line to irrigation diversion at confluence with Reservoir Canyon","37.291098272","-112.492704861","UT15010003-003_00","Kanab Creek-2","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-4992505","Mill Creek (Salt Lake County) from confluence with Jordan River to Interstate Highway 15","40.707811861","-111.911848437","UT16020204-026_00","Mill Creek1-SLCity","2B,3C,4","NA","NA","NA","NA",2,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-5994410","Johnson Wash and tributaries, from state line to confluence with Skutumpah Canyon","37.08595628","-112.368615533","UT15010003-004_00","Johnson Wash-1","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3C","Cadmium","Chronic","UTAHDWQ_WQX-5994540","Paria River and tributaries, from state line to headwaters","37.258314763","-111.91156285","UT14070007-004_00","Cottonwood Creek","2B,3C,4","NA","NA","NA","NA",1,0,"idNE"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4917310","Utah Lake","40.320872844","-111.777537513","UT-L-16020201-004_01","Utah Lake","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",17,0,"FS"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",7,0,"FS"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",21,0,"FS"
"3D","Aluminum","Acute","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Aluminum","Acute","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4917310","Utah Lake","40.320872844","-111.777537513","UT-L-16020201-004_01","Utah Lake","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",17,0,"FS"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",7,0,"FS"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",21,0,"FS"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Aluminum","Chronic","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4917310","Utah Lake","40.320872844","-111.777537513","UT-L-16020201-004_01","Utah Lake","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",17,0,"FS"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",7,0,"FS"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",21,0,"FS"
"3D","Arsenic","Acute","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Arsenic","Acute","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4917310","Utah Lake","40.320872844","-111.777537513","UT-L-16020201-004_01","Utah Lake","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",17,0,"FS"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",7,0,"FS"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",21,0,"FS"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Arsenic","Chronic","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",10,0,"FS"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",5,0,"FS"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",2,0,"idNE"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Cadmium","Acute","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",1,0,"idNE"
"3D","Cadmium","Acute","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",1,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4937201","Stewart Lake Waterfowl Management Area, Uintah County","40.353575721","-109.355964785","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",2,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4990890","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.870778896","-111.964384877","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",5,0,"FS"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4990987","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.849269667","-111.95433328","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",2,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4991820","Jordan River, from Farmington Bay to North Temple Street, Salt Lake City","40.841614999","-111.950771686","UT16020204-001_00","Jordan River-1","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-4994190","All permanent streams on east slope of Oquirrh Mountains (Coon, Barney's, Bingham, Butterfield, and Rose Creeks)","40.604667591","-111.927158313","UT16020204-023_00","Bingham Creek","2B,3D,4","NA","NA","NA","NA",1,0,"idNE"
"3D","Cadmium","Chronic","UTAHDWQ_WQX-5919980","Spanish Fork River and tributaries, from Utah Lake to diversion at Moark Junction","40.08247","-111.59595","UT16020202-001_00","Spanish Fork River-1","2B,3B,3D,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","USGS-09295100","Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below","40.2066278","-109.8598673","UT14060003-002_00","Duchesne River-2","2B,3B,4","NA","NA","NA","NA",6,0,"FS"
"4","Arsenic","NA","USGS-09302000","Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below","40.2102778","-109.7813889","UT14060003-001_00","Duchesne River-1","2B,3B,4","NA","NA","NA","NA",6,0,"FS"
"4","Arsenic","NA","USGS-09306500","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9788563","-109.1787269","UT14050007-001_00","White River","2B,3B,4","NA","NA","NA","NA",6,0,"FS"
"4","Arsenic","NA","USGS-403258112123201","Middle Canyon Creek and tributaries, Tooele County","40.5493896","-112.209666","UT16020304-007_00","Middle Canyon","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4905440","Blacksmith Fork and tributaries, from confluence with Logan River to headwaters","41.62659947","-111.800776991","UT16010203-020_00","Blacksmiths Fork-1","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4908740","Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)","40.901926792","-110.830040779","UT16010101-021_00","Bear River-6","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4908747","Bear River and tributaries in Rich County","41.896542586","-111.132052841","UT16010101-001_00","Bear River West","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4909850","Bear River and tributaries, from Utah-Wyoming state line to headwaters (Summit County)","40.912727219","-110.829621258","UT16010101-021_00","Bear River-6","2B,3A,4","NA","NA","NA","NA",8,0,"FS"
"4","Arsenic","NA","UTAHDWQ_WQX-4917310","Utah Lake","40.320872844","-111.777537513","UT-L-16020201-004_01","Utah Lake","2B,3B,3D,4","NA","NA","NA","NA",3,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4923810","Pineview Reservoir","41.25522309","-111.8399354","UT-L-16020102-014_00","Pineview Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4924650","All tributaries to Pineview Reservoir","41.3135","-111.84093","UT16020102-006_00","North Fork Ogden River","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4924660","All tributaries to Pineview Reservoir","41.287722337","-111.777165318","UT16020102-009_00","Middle Fork Ogden River","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4924670","All tributaries to Pineview Reservoir","41.247163497","-111.763269633","UT16020102-010_00","South Fork Ogden River-1","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4924680","All tributaries to Pineview Reservoir","41.249104182","-111.7599384","UT16020102-010_00","South Fork Ogden River-1","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4925910","Lost Creek Reservoir","41.185777451","-111.398533184","UT-L-16020101-003_00","Lost Creek Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4926130","Echo Reservoir","40.964115836","-111.428534561","UT-L-16020101-001_00","Echo Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4926400","Weber River and tributaries, from Stoddard diversion to headwaters","40.911894081","-111.406312408","UT16020101-017_00","Weber River-8","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4927250","Weber River and tributaries, from Stoddard diversion to headwaters","40.752894672","-111.374329516","UT16020101-021_00","Weber Upper Tributaries-4","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","Arsenic","NA","UTAHDWQ_WQX-4930010","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","38.190264829","-109.889841891","UT14060008-002_00","Green River-5","1C,2B,3B,4","NA","NA","NA","NA",14,0,"FS"
